timestamp,open,high,low,close,volume
2023-12-14,165.56,182.04,165.56,182.04,940
2023-12-17,185.19,200.19,185.19,200.19,1474
2023-12-18,204.17,220.19,204.17,220.19,1220
2023-12-19,224.54,242.13,224.54,242.13,1030
2023-12-20,246.94,266.3,246.94,266.3,1040
2023-12-21,266.76,292.87,266.76,292.87,1630
2023-12-24,298.7,322.13,298.7,322.13,2449
2023-12-27,328.52,354.26,328.52,354.26,2530
2023-12-28,361.11,389.63,361.11,389.63,3870
2024-01-01,397.41,428.52,397.41,428.52,3530
2024-01-02,437.04,471.3,437.04,471.3,4220
2024-01-03,480.65,518.43,480.65,518.43,4320
2024-01-04,528.7,570.19,528.7,570.19,6280
2024-01-07,581.57,627.13,581.57,627.13,3461
2024-01-08,638.89,689.81,638.89,689.81,3430
2024-01-09,703.61,758.8,703.61,758.8,4511
2024-01-10,773.15,834.63,773.15,834.63,3432
2024-01-11,842.59,918.06,842.59,918.06,5770
2024-01-14,936.39,1009.81,936.39,1009.81,4820
2024-01-16,1030.0,1110.74,1030.0,1110.74,4820
2024-01-17,1110.74,1221.76,1000.0,1000.19,211930
2024-01-18,1018.52,1018.61,935.19,987.04,82176
2024-01-21,985.19,1029.63,945.37,986.11,43187
2024-01-22,968.52,999.07,944.44,962.96,38398
2024-01-23,950.0,982.22,950.0,958.33,32425
2024-01-24,947.22,977.5,939.81,944.44,17945
2024-01-25,939.81,949.07,901.2,916.67,34647
2024-01-28,904.63,925.93,885.09,897.22,26989
2024-01-29,895.46,912.04,875.93,877.04,23030
2024-01-30,870.37,914.17,870.37,911.85,17107
2024-01-31,918.15,924.07,875.0,881.48,31185
2024-02-01,870.37,892.96,858.33,865.74,14994
2024-02-04,862.04,870.37,847.22,861.11,16689
2024-02-05,846.3,882.41,846.3,854.63,11925
2024-02-06,852.31,888.89,851.85,870.37,13720
2024-02-07,872.22,888.89,870.37,871.3,5035
2024-02-08,864.91,902.78,864.81,901.85,14010
2024-02-11,912.04,933.33,912.04,913.43,25964
2024-02-12,907.41,922.22,899.35,916.67,12897
2024-02-13,898.33,907.41,872.22,874.17,16471
2024-02-14,864.81,893.43,859.35,889.81,11680
2024-02-15,873.15,902.78,873.15,877.13,7444
2024-02-18,861.11,875.93,852.96,861.11,18097
2024-02-20,853.7,888.89,853.06,870.37,16185
2024-02-21,865.74,887.78,859.26,866.39,11220
2024-02-22,861.11,898.15,861.11,870.37,17363
2024-02-25,879.63,884.26,854.81,855.56,10360
2024-02-26,855.56,877.78,851.85,877.78,11333
2024-02-27,870.46,894.44,870.37,885.19,12335
2024-02-28,881.48,903.7,874.17,887.96,12004
2024-02-29,888.89,896.3,863.06,864.81,9051
2024-03-03,851.85,886.11,843.52,867.59,9661
2024-03-04,879.63,915.74,879.63,915.74,740
2024-03-05,925.0,925.83,865.74,873.98,14687
2024-03-06,891.39,891.39,856.67,875.93,7751
2024-03-07,893.43,893.43,865.74,875.0,8733
2024-03-10,875.0,896.3,875.0,883.33,11925
2024-03-12,883.33,907.41,881.57,906.48,15222
2024-03-13,888.89,922.22,888.89,902.78,15873
2024-03-14,895.56,911.11,882.41,883.33,8661
2024-03-17,880.56,898.15,872.22,884.17,12679
2024-03-18,873.33,897.04,873.33,884.17,4898
2024-03-19,888.89,902.78,872.41,875.0,11199
2024-03-20,892.5,893.52,861.3,867.59,10860
2024-03-21,861.11,880.56,853.7,870.46,6766
2024-03-25,871.3,876.85,856.48,869.17,9002
2024-03-26,861.11,877.69,861.11,870.37,5860
2024-03-27,852.96,877.78,852.96,869.35,6154
2024-03-28,853.52,876.85,853.52,874.07,11888
2024-03-31,861.3,877.78,861.2,875.0,7685
2024-04-01,867.96,925.0,867.96,893.52,12833
2024-04-02,888.98,900.93,875.19,889.81,8870
2024-04-03,886.85,918.89,875.0,889.81,6946
2024-04-04,907.59,907.59,876.3,882.41,6936
2024-04-07,893.52,893.52,870.37,873.15,11624
2024-04-09,890.56,890.56,836.85,868.52,8254
2024-04-10,885.83,885.83,851.85,859.26,9346
2024-04-14,870.37,870.37,852.78,852.78,5893
2024-04-15,852.78,861.11,850.93,851.85,5134
2024-04-16,836.85,855.56,834.81,847.22,8811
2024-04-18,838.89,847.22,804.63,812.04,16506
2024-04-21,806.48,816.67,783.33,816.67,10378
2024-04-22,816.67,817.59,787.04,787.96,6368
2024-04-24,787.04,810.19,787.04,794.54,6534
2024-04-25,791.67,807.41,791.67,796.48,2535
2024-04-28,796.3,812.04,784.44,787.04,3478
2024-04-29,787.04,800.74,778.24,782.59,4137
2024-04-30,771.76,837.96,771.76,807.41,10478
2024-05-02,791.94,815.74,791.67,800.0,5301
2024-05-05,787.04,798.98,773.15,777.78,6799
2024-05-06,765.19,775.93,759.26,759.44,5323
2024-05-07,754.63,763.89,732.41,740.65,11429
2024-05-08,732.41,746.3,726.85,740.65,7096
2024-05-09,732.41,757.41,727.87,748.15,4714
2024-05-12,760.19,787.04,759.35,777.78,8232
2024-05-13,777.78,802.59,763.06,787.04,11517
2024-05-14,787.96,795.37,777.78,791.57,8943
2024-05-15,805.56,807.41,790.83,800.83,7183
2024-05-16,788.98,842.59,788.98,827.78,12422
2024-05-19,824.07,836.85,810.19,813.52,11508
2024-05-20,829.72,842.59,814.81,815.09,9186
2024-05-21,830.56,830.56,806.48,814.81,7260
2024-05-22,812.96,833.33,810.65,815.93,7761
2024-05-26,811.3,815.93,801.85,803.98,9041
2024-05-27,805.56,884.35,802.78,884.35,18461
2024-05-29,902.04,972.78,902.04,936.11,71924
2024-05-30,917.59,945.37,888.89,891.11,24202
2024-06-02,879.63,921.3,862.04,908.52,41424
2024-06-03,920.37,999.35,907.41,953.7,62447
2024-06-04,962.96,972.78,939.81,939.81,13742
2024-06-05,944.44,968.61,935.19,949.07,24609
2024-06-06,936.11,1009.17,936.11,995.46,42436
2024-06-09,995.37,1072.22,991.67,1007.5,37099
2024-06-10,1001.85,1034.26,992.69,1027.78,44014
2024-06-11,1041.67,1076.67,1038.33,1070.46,39511
2024-06-12,1065.83,1125.74,1065.83,1101.57,46242
2024-06-13,1111.11,1161.67,1092.59,1112.04,47202
2024-06-16,1129.63,1133.33,1046.39,1054.63,43635
2024-06-18,1054.63,1086.11,1038.98,1069.44,31307
2024-06-19,1049.07,1106.48,1049.07,1086.02,27079
2024-06-20,1107.41,1107.41,1050.93,1051.2,12456
2024-06-23,1055.56,1072.22,1019.54,1025.93,36135
2024-06-24,1046.3,1065.74,1023.15,1031.48,27993
2024-06-25,1051.85,1069.44,1038.06,1039.81,16251
2024-06-26,1060.19,1133.33,1051.85,1107.41,54403
2024-06-27,1085.28,1126.85,1085.28,1101.85,29150
2024-06-30,1116.67,1203.61,1099.07,1179.63,74219
2024-07-01,1170.37,1199.07,1162.04,1179.63,19817
2024-07-02,1203.15,1296.3,1166.67,1228.7,43227
2024-07-03,1228.7,1275.0,1199.07,1254.63,48668
2024-07-04,1268.52,1279.63,1231.48,1237.96,29026
2024-07-07,1261.11,1261.11,1208.33,1224.07,43348
2024-07-08,1213.98,1248.52,1203.7,1205.56,20685
2024-07-09,1205.56,1231.48,1203.7,1214.81,28883
2024-07-10,1239.07,1265.56,1218.52,1262.04,26517
2024-07-11,1287.04,1333.33,1266.76,1268.52,35789
2024-07-14,1293.89,1372.22,1269.44,1315.74,39137
2024-07-15,1340.74,1388.89,1275.0,1287.04,24362
2024-07-16,1296.3,1323.98,1285.19,1294.44,24684
2024-07-17,1287.04,1312.96,1271.3,1280.83,47155
2024-07-18,1305.56,1310.19,1262.04,1269.44,43157
2024-07-21,1273.15,1293.52,1250.93,1258.33,49292
2024-07-22,1282.41,1384.17,1260.19,1384.17,45732
2024-07-23,1388.89,1440.74,1357.41,1395.56,22664
2024-07-24,1420.37,1423.15,1315.74,1315.74,41175
2024-07-25,1324.07,1349.07,1315.74,1324.07,26361
2024-07-28,1324.07,1388.89,1319.44,1361.11,25345
2024-07-29,1386.11,1443.52,1342.69,1369.44,29609
2024-07-30,1369.44,1506.39,1369.44,1503.61,61159
2024-07-31,1533.61,1628.7,1518.52,1572.87,25546
