timestamp,open,high,low,close,volume
2022-10-16,284.1,305.8,255.7,255.7,23578
2022-10-17,256.0,256.0,230.2,230.2,7417
2022-10-19,225.6,225.6,207.3,213.0,46633
2022-10-20,208.8,225.0,205.0,217.0,14121
2022-10-23,213.0,217.8,207.1,216.0,7780
2022-10-31,213.0,214.9,209.0,210.0,11450
2022-11-01,205.8,221.2,204.1,220.8,20105
2022-11-02,225.2,225.2,213.0,219.8,19520
2022-11-03,215.5,221.0,211.5,213.0,8393
2022-11-06,210.0,219.0,210.0,217.5,7350
2022-11-07,221.0,222.6,213.0,213.0,27195
2022-11-08,208.8,216.5,208.8,213.0,5581
2022-11-09,213.0,215.0,207.0,207.0,7623
2022-11-10,207.0,209.0,202.0,203.0,12388
2022-11-13,203.0,203.0,199.8,203.0,5337
2022-11-14,202.1,207.0,200.0,206.9,4600
2022-11-15,203.0,206.5,200.0,202.0,7171
2022-11-16,202.0,209.0,200.9,203.0,8432
2022-11-17,203.0,212.8,203.0,206.0,11306
2022-11-22,202.1,211.0,202.1,204.2,6585
2022-11-23,201.3,214.5,201.3,214.4,7472
2022-11-24,211.0,215.0,205.0,211.0,7005
2022-11-27,207.0,215.2,207.0,212.0,7568
2022-11-28,208.0,216.2,208.0,211.8,6509
2022-11-29,207.8,212.0,205.2,210.0,7070
2022-11-30,210.0,214.0,206.0,208.0,6690
2022-12-01,205.0,211.0,204.8,210.9,7934
2022-12-04,210.0,218.4,209.0,209.1,8006
2022-12-05,209.0,211.1,202.4,204.0,12794
2022-12-06,201.0,210.0,201.0,204.5,6755
2022-12-07,200.8,205.0,200.8,201.5,6620
2022-12-11,201.6,201.6,198.0,198.0,6901
2022-12-12,201.9,203.5,195.0,202.0,3095
2022-12-13,198.2,206.0,198.2,204.9,3333
2022-12-14,208.9,208.9,199.9,204.0,4530
2022-12-15,204.0,207.0,196.2,200.0,6335
2022-12-18,198.0,204.0,195.0,198.0,6260
2022-12-19,194.2,203.7,194.2,194.8,13969
2022-12-20,198.6,200.0,191.3,199.0,8085
2022-12-21,195.1,200.0,191.2,192.5,4160
2022-12-22,190.0,196.0,190.0,196.0,3556
2022-12-26,192.1,202.8,190.0,202.8,14025
2022-12-27,206.8,211.0,202.0,208.0,27582
2022-12-28,207.0,216.1,200.0,207.7,22102
2022-12-29,211.0,220.3,204.7,218.5,37682
2023-01-01,220.0,238.6,217.0,228.0,47259
2023-01-02,224.0,242.3,219.3,235.0,21228
2023-01-03,235.0,235.0,223.8,227.0,20579
2023-01-04,222.8,249.7,222.8,249.7,35940
2023-01-05,254.6,270.0,241.0,262.0,36189
2023-01-08,261.8,280.9,251.7,276.0,45378
2023-01-09,270.5,300.0,267.0,300.0,40746
2023-01-10,300.0,330.0,285.0,309.0,51316
2023-01-12,315.0,327.0,285.2,290.3,45777
2023-01-17,285.0,308.0,274.4,304.0,45945
2023-01-18,310.0,329.0,305.0,319.0,52661
2023-01-19,319.0,321.0,312.7,314.0,30434
2023-01-23,314.0,315.0,298.1,300.0,38368
2023-01-24,296.0,306.0,285.0,305.0,33130
2023-01-25,299.0,335.5,299.0,325.9,48616
2023-01-26,325.0,336.0,320.0,325.0,34141
2023-01-29,325.0,328.0,309.0,315.1,25826
2023-01-30,309.0,320.9,305.0,308.0,23432
2023-01-31,302.0,324.0,297.0,309.0,24716
2023-02-01,302.9,312.1,300.1,311.0,12770
2023-02-02,305.2,310.0,300.9,300.9,14552
2023-02-05,300.0,306.0,292.0,299.6,11615
2023-02-06,294.0,301.0,294.0,297.0,6129
2023-02-07,292.0,315.0,288.0,312.0,22755
2023-02-08,318.0,319.0,307.0,312.0,20980
2023-02-09,305.9,316.0,303.6,316.0,11633
2023-02-12,322.3,322.3,298.0,301.0,16765
2023-02-14,296.1,308.2,296.1,301.2,12895
